20,16.99980537007534:0.9999885511809071,6.999919858266308:0.9999885511809079,10.999874062989921:2.9999656535427146,14.999828267713532:4.99994275590452,18.999782472437147:6.999919858266328,0.9999885511809032:2.9999656535427097,4.999942755904507:4.999942755904511,8.999896960628119:6.999919858266318,12.99985116535173:8.999896960628122,16.999805370075347:10.99987406298993,2.999965653542705:8.999896960628115,6.999919858266318:10.999874062989921,10.999874062989928:12.999851165351727,14.999828267713543:14.999828267713534,18.999782472437154:16.99980537007534,0.9999885511808984:12.999851165351728,4.999942755904511:14.999828267713534,8.999896960628122:16.99980537007534,12.999851165351737:18.999782472437147,2.9999656535427057:18.999782472437147
5,13.999721332519451:1.9999601903599349,1.9999601903599256:5.9998805710797765,9.99980095179961:9.99980095179962,17.99964171323931:13.999721332519469,5.999880571079768:17.999641713239303
13,16.154070712283602:0.7692414624896997,8.46165608738664:2.307724387469091,13.077104862324818:5.3846902374278764,17.692553637262993:8.46165608738666,0.7692414624896963:3.8462073124484806,5.384690237427862:6.923173162407257,10.00013901236604:10.000139012366043,14.615587787304216:13.077104862324825,19.231036562242394:16.15407071228361,2.3077243874690856:11.538621937345424,6.923173162407264:14.615587787304209,11.53862193734544:17.692553637262993,3.846207312448479:19.231036562242387
10,10.000127984581864:9.907780777969948e-15,16.000204775330992:2.0000255969163856,2.0000255969163763:4.0000511938327525,8.000102387665493:6.000076790749125,14.000179178414621:8.000102387665502,4.179572712000283e-15:10.00012798458187,6.00007679074912:12.00015358149824,12.00015358149825:14.000179178414617,18.00023037224738:16.000204775330992,4.0000511938327445:18.00023037224737
17,12.353269925295683:0.5882509488236123,17.059277515884524:1.7647528464708222,1.7647528464708142:2.9412547441180235,6.47076043705964:4.11775664176523,11.176768027648476:5.294258539412439,15.882775618237316:6.470760437059649,0.5882509488236076:7.64726233470685,5.294258539412434:8.823764232354057,10.00026613000127:10.000266130001265,14.70627372059011:11.176768027648475,19.412281311178948:12.353269925295685,4.117756641765225:13.529771822942893,8.82376423235406:14.706273720590103,13.5297718229429:15.882775618237313,18.235779413531738:17.05927751588452,2.9412547441180155:18.23577941353173,7.647262334706851:19.41228131117894
29,17.585991510250388:1.0344700888382636,5.8619971700834546:0.3448233629460907,9.310230799544318:1.7241168147304358,12.75846442900518:3.103410266514781,16.206698058466042:4.482703718299126,19.654931687926904:5.8619971700834705,1.0344700888382588:2.413763540622604,4.4827037182991125:3.793056992406945,7.930937347759976:5.172350444191291,11.379170977220838:6.551643895975635,14.8274046066817:7.93093734775998,18.275638236142562:9.310230799544325,3.1034102665147714:7.241290621867799,6.5516438959756345:8.620584073652145,9.999877525436496:9.999877525436489,13.448111154897358:11.379170977220834,16.89634478435822:12.758464429005178,1.7241168147304262:10.689524251328661,5.172350444191289:12.068817703113007,8.620584073652152:13.448111154897353,12.068817703113014:14.827404606681696,15.517051332573875:16.206698058466042,18.965284962034723:17.58599151025038,0.3448233629460808:14.137757880789525,3.7930569924069437:15.517051332573871,7.241290621867806:16.896344784358217,10.689524251328669:18.27563823614256,14.137757880789529:19.654931687926904,2.413763540622599:18.965284962034733
